,data,denominazione_regione,totale_positivi
15891,2022-03-27 17:00:00,Sardegna,30375
15890,2022-03-27 17:00:00,Puglia,115812
15889,2022-03-27 17:00:00,Piemonte,51256
15887,2022-03-27 17:00:00,P.A. Bolzano,6075
15886,2022-03-27 17:00:00,Molise,8255
15885,2022-03-27 17:00:00,Marche,16460
15877,2022-03-27 17:00:00,Basilicata,24552
15878,2022-03-27 17:00:00,Calabria,72034
15879,2022-03-27 17:00:00,Campania,162230
15880,2022-03-27 17:00:00,Emilia-Romagna,48081
15876,2022-03-27 17:00:00,Abruzzo,35806
15882,2022-03-27 17:00:00,Lazio,119297
15883,2022-03-27 17:00:00,Liguria,17315
15884,2022-03-27 17:00:00,Lombardia,154303
15881,2022-03-27 17:00:00,Friuli Venezia Giulia,22830
16035,2022-04-03 17:00:00,P.A. Trento,4135
16043,2022-04-03 17:00:00,Veneto,81809
16042,2022-04-03 17:00:00,Valle d'Aosta,1250
16041,2022-04-03 17:00:00,Umbria,17653
16040,2022-04-03 17:00:00,Toscana,50681
16039,2022-04-03 17:00:00,Sicilia,187062
16038,2022-04-03 17:00:00,Sardegna,31008
16037,2022-04-03 17:00:00,Puglia,116641
16036,2022-04-03 17:00:00,Piemonte,53958
16034,2022-04-03 17:00:00,P.A. Bolzano,6114
16033,2022-04-03 17:00:00,Molise,8285
16032,2022-04-03 17:00:00,Marche,13498
16024,2022-04-03 17:00:00,Basilicata,26159
16025,2022-04-03 17:00:00,Calabria,77866
16026,2022-04-03 17:00:00,Campania,172033
16027,2022-04-03 17:00:00,Emilia-Romagna,54908
16023,2022-04-03 17:00:00,Abruzzo,43273
16029,2022-04-03 17:00:00,Lazio,129712
16030,2022-04-03 17:00:00,Liguria,17621
16031,2022-04-03 17:00:00,Lombardia,166654
16028,2022-04-03 17:00:00,Friuli Venezia Giulia,23696
16182,2022-04-10 17:00:00,P.A. Trento,4202
16190,2022-04-10 17:00:00,Veneto,79273
16189,2022-04-10 17:00:00,Valle d'Aosta,1246
16188,2022-04-10 17:00:00,Umbria,14512
16187,2022-04-10 17:00:00,Toscana,51364
16186,2022-04-10 17:00:00,Sicilia,150366
16185,2022-04-10 17:00:00,Sardegna,30523
16184,2022-04-10 17:00:00,Puglia,107841
16183,2022-04-10 17:00:00,Piemonte,56593
16181,2022-04-10 17:00:00,P.A. Bolzano,5092
16180,2022-04-10 17:00:00,Molise,8215
16179,2022-04-10 17:00:00,Marche,10804
16171,2022-04-10 17:00:00,Basilicata,26851
16172,2022-04-10 17:00:00,Calabria,81631
16173,2022-04-10 17:00:00,Campania,164700
16174,2022-04-10 17:00:00,Emilia-Romagna,58593
16170,2022-04-10 17:00:00,Abruzzo,44594
16176,2022-04-10 17:00:00,Lazio,140717
16177,2022-04-10 17:00:00,Liguria,17345
16178,2022-04-10 17:00:00,Lombardia,166977
16175,2022-04-10 17:00:00,Friuli Venezia Giulia,25117
16329,2022-04-17 17:00:00,P.A. Trento,3994
16337,2022-04-17 17:00:00,Veneto,76279
16336,2022-04-17 17:00:00,Valle d'Aosta,1402
16335,2022-04-17 17:00:00,Umbria,12518
16334,2022-04-17 17:00:00,Toscana,53273
16333,2022-04-17 17:00:00,Sicilia,131620
16332,2022-04-17 17:00:00,Sardegna,30136
16331,2022-04-17 17:00:00,Puglia,100742
16330,2022-04-17 17:00:00,Piemonte,59681
16328,2022-04-17 17:00:00,P.A. Bolzano,4499
16327,2022-04-17 17:00:00,Molise,8295
16326,2022-04-17 17:00:00,Marche,9277
16318,2022-04-17 17:00:00,Basilicata,26849
16319,2022-04-17 17:00:00,Calabria,83260
16320,2022-04-17 17:00:00,Campania,161394
16321,2022-04-17 17:00:00,Emilia-Romagna,59774
16317,2022-04-17 17:00:00,Abruzzo,47380
16323,2022-04-17 17:00:00,Lazio,145889
16324,2022-04-17 17:00:00,Liguria,17004
16325,2022-04-17 17:00:00,Lombardia,168082
16322,2022-04-17 17:00:00,Friuli Venezia Giulia,24690
16476,2022-04-24 17:00:00,P.A. Trento,3855
16484,2022-04-24 17:00:00,Veneto,74687
16483,2022-04-24 17:00:00,Valle d'Aosta,1436
16482,2022-04-24 17:00:00,Umbria,12547
16481,2022-04-24 17:00:00,Toscana,53981
16480,2022-04-24 17:00:00,Sicilia,120548
16479,2022-04-24 17:00:00,Sardegna,30848
16478,2022-04-24 17:00:00,Puglia,104638
16477,2022-04-24 17:00:00,Piemonte,63089
16475,2022-04-24 17:00:00,P.A. Bolzano,4170
16474,2022-04-24 17:00:00,Molise,8745
16473,2022-04-24 17:00:00,Marche,7180
16465,2022-04-24 17:00:00,Basilicata,28655
16466,2022-04-24 17:00:00,Calabria,85912
16467,2022-04-24 17:00:00,Campania,170702
16468,2022-04-24 17:00:00,Emilia-Romagna,59325
16464,2022-04-24 17:00:00,Abruzzo,53282
16470,2022-04-24 17:00:00,Lazio,158851
16471,2022-04-24 17:00:00,Liguria,17336
16472,2022-04-24 17:00:00,Lombardia,160076
16469,2022-04-24 17:00:00,Friuli Venezia Giulia,24286
16623,2022-05-01 17:00:00,P.A. Trento,3808
16631,2022-05-01 17:00:00,Veneto,68528
16630,2022-05-01 17:00:00,Valle d'Aosta,1583
16629,2022-05-01 17:00:00,Umbria,11834
16628,2022-05-01 17:00:00,Toscana,53870
16627,2022-05-01 17:00:00,Sicilia,116344
16626,2022-05-01 17:00:00,Sardegna,29454
16625,2022-05-01 17:00:00,Puglia,101770
16624,2022-05-01 17:00:00,Piemonte,63228
16622,2022-05-01 17:00:00,P.A. Bolzano,3597
16621,2022-05-01 17:00:00,Molise,8966
16620,2022-05-01 17:00:00,Marche,5425
16612,2022-05-01 17:00:00,Basilicata,29904
16613,2022-05-01 17:00:00,Calabria,84156
16614,2022-05-01 17:00:00,Campania,180359
16615,2022-05-01 17:00:00,Emilia-Romagna,59649
16611,2022-05-01 17:00:00,Abruzzo,57853
16617,2022-05-01 17:00:00,Lazio,154701
16618,2022-05-01 17:00:00,Liguria,16082
16619,2022-05-01 17:00:00,Lombardia,156426
16616,2022-05-01 17:00:00,Friuli Venezia Giulia,24133
16770,2022-05-08 17:00:00,P.A. Trento,3226
16778,2022-05-08 17:00:00,Veneto,58149
16777,2022-05-08 17:00:00,Valle d'Aosta,1364
16776,2022-05-08 17:00:00,Umbria,10466
16775,2022-05-08 17:00:00,Toscana,44996
16774,2022-05-08 17:00:00,Sicilia,113164
16773,2022-05-08 17:00:00,Sardegna,26315
16772,2022-05-08 17:00:00,Puglia,93753
16771,2022-05-08 17:00:00,Piemonte,50412
16769,2022-05-08 17:00:00,P.A. Bolzano,3225
16768,2022-05-08 17:00:00,Molise,9411
16767,2022-05-08 17:00:00,Marche,6262
16759,2022-05-08 17:00:00,Basilicata,29615
16760,2022-05-08 17:00:00,Calabria,75029
16761,2022-05-08 17:00:00,Campania,161272
16762,2022-05-08 17:00:00,Emilia-Romagna,46536
16758,2022-05-08 17:00:00,Abruzzo,56872
16764,2022-05-08 17:00:00,Lazio,147958
16765,2022-05-08 17:00:00,Liguria,14075
16766,2022-05-08 17:00:00,Lombardia,144385
16763,2022-05-08 17:00:00,Friuli Venezia Giulia,23429
16917,2022-05-15 17:00:00,P.A. Trento,2830
16925,2022-05-15 17:00:00,Veneto,49952
16924,2022-05-15 17:00:00,Valle d'Aosta,1325
16923,2022-05-15 17:00:00,Umbria,9655
16922,2022-05-15 17:00:00,Toscana,41088
16921,2022-05-15 17:00:00,Sicilia,95867
16920,2022-05-15 17:00:00,Sardegna,24745
16919,2022-05-15 17:00:00,Puglia,89065
16918,2022-05-15 17:00:00,Piemonte,35730
16916,2022-05-15 17:00:00,P.A. Bolzano,3052
16915,2022-05-15 17:00:00,Molise,8415
16914,2022-05-15 17:00:00,Marche,5084
16906,2022-05-15 17:00:00,Basilicata,29074
16907,2022-05-15 17:00:00,Calabria,67277
16908,2022-05-15 17:00:00,Campania,150540
16909,2022-05-15 17:00:00,Emilia-Romagna,38231
16905,2022-05-15 17:00:00,Abruzzo,30960
16911,2022-05-15 17:00:00,Lazio,145825
16912,2022-05-15 17:00:00,Liguria,11926
16913,2022-05-15 17:00:00,Lombardia,134506
16910,2022-05-15 17:00:00,Friuli Venezia Giulia,22971
17064,2022-05-22 17:00:00,P.A. Trento,2059
17072,2022-05-22 17:00:00,Veneto,39635
17071,2022-05-22 17:00:00,Valle d'Aosta,1141
17070,2022-05-22 17:00:00,Umbria,8570
17069,2022-05-22 17:00:00,Toscana,33000
17068,2022-05-22 17:00:00,Sicilia,84329
17067,2022-05-22 17:00:00,Sardegna,21581
17066,2022-05-22 17:00:00,Puglia,43198
17065,2022-05-22 17:00:00,Piemonte,32264
17063,2022-05-22 17:00:00,P.A. Bolzano,2286
17062,2022-05-22 17:00:00,Molise,4921
17061,2022-05-22 17:00:00,Marche,4205
17053,2022-05-22 17:00:00,Basilicata,28600
17054,2022-05-22 17:00:00,Calabria,51979
17055,2022-05-22 17:00:00,Campania,140387
17056,2022-05-22 17:00:00,Emilia-Romagna,30584
17052,2022-05-22 17:00:00,Abruzzo,28141
17058,2022-05-22 17:00:00,Lazio,137684
17059,2022-05-22 17:00:00,Liguria,9040
17060,2022-05-22 17:00:00,Lombardia,125653
17057,2022-05-22 17:00:00,Friuli Venezia Giulia,21339
17211,2022-05-29 17:00:00,P.A. Trento,1508
17219,2022-05-29 17:00:00,Veneto,28873
17218,2022-05-29 17:00:00,Valle d'Aosta,1002
17217,2022-05-29 17:00:00,Umbria,7338
17216,2022-05-29 17:00:00,Toscana,29167
17215,2022-05-29 17:00:00,Sicilia,73173
17214,2022-05-29 17:00:00,Sardegna,16351
17213,2022-05-29 17:00:00,Puglia,27008
17212,2022-05-29 17:00:00,Piemonte,27085
17210,2022-05-29 17:00:00,P.A. Bolzano,1635
17209,2022-05-29 17:00:00,Molise,3981
17208,2022-05-29 17:00:00,Marche,3786
17200,2022-05-29 17:00:00,Basilicata,22718
17201,2022-05-29 17:00:00,Calabria,39686
17202,2022-05-29 17:00:00,Campania,129935
17203,2022-05-29 17:00:00,Emilia-Romagna,21907
17199,2022-05-29 17:00:00,Abruzzo,21942
17205,2022-05-29 17:00:00,Lazio,122915
17206,2022-05-29 17:00:00,Liguria,6544
17207,2022-05-29 17:00:00,Lombardia,105749
17204,2022-05-29 17:00:00,Friuli Venezia Giulia,19745
17358,2022-06-05 17:00:00,P.A. Trento,1182
17366,2022-06-05 17:00:00,Veneto,26100
17365,2022-06-05 17:00:00,Valle d'Aosta,863
17364,2022-06-05 17:00:00,Umbria,6766
17363,2022-06-05 17:00:00,Toscana,25277
17362,2022-06-05 17:00:00,Sicilia,59944
17361,2022-06-05 17:00:00,Sardegna,12529
17360,2022-06-05 17:00:00,Puglia,25401
17359,2022-06-05 17:00:00,Piemonte,24969
17357,2022-06-05 17:00:00,P.A. Bolzano,1377
17356,2022-06-05 17:00:00,Molise,3559
17355,2022-06-05 17:00:00,Marche,3524
17347,2022-06-05 17:00:00,Basilicata,17787
17348,2022-06-05 17:00:00,Calabria,34123
17349,2022-06-05 17:00:00,Campania,124223
17350,2022-06-05 17:00:00,Emilia-Romagna,16641
17346,2022-06-05 17:00:00,Abruzzo,18172
17352,2022-06-05 17:00:00,Lazio,117804
17353,2022-06-05 17:00:00,Liguria,4762
17354,2022-06-05 17:00:00,Lombardia,97308
17351,2022-06-05 17:00:00,Friuli Venezia Giulia,19116
17505,2022-06-12 17:00:00,P.A. Trento,1220
17513,2022-06-12 17:00:00,Veneto,28505
17512,2022-06-12 17:00:00,Valle d'Aosta,410
17511,2022-06-12 17:00:00,Umbria,7092
17510,2022-06-12 17:00:00,Toscana,24684
17509,2022-06-12 17:00:00,Sicilia,62752
17508,2022-06-12 17:00:00,Sardegna,11266
17507,2022-06-12 17:00:00,Puglia,18970
17506,2022-06-12 17:00:00,Piemonte,25765
17504,2022-06-12 17:00:00,P.A. Bolzano,1707
17503,2022-06-12 17:00:00,Molise,2843
17502,2022-06-12 17:00:00,Marche,3362
17494,2022-06-12 17:00:00,Basilicata,13867
17495,2022-06-12 17:00:00,Calabria,31564
17496,2022-06-12 17:00:00,Campania,123062
17497,2022-06-12 17:00:00,Emilia-Romagna,18532
17493,2022-06-12 17:00:00,Abruzzo,17137
17499,2022-06-12 17:00:00,Lazio,118904
17500,2022-06-12 17:00:00,Liguria,5074
17501,2022-06-12 17:00:00,Lombardia,85348
17498,2022-06-12 17:00:00,Friuli Venezia Giulia,20150
17651,2022-06-19 17:00:00,P.A. Bolzano,2391
17659,2022-06-19 17:00:00,Valle d'Aosta,468
17658,2022-06-19 17:00:00,Umbria,8470
17657,2022-06-19 17:00:00,Toscana,29719
17656,2022-06-19 17:00:00,Sicilia,51704
17655,2022-06-19 17:00:00,Sardegna,14419
17654,2022-06-19 17:00:00,Puglia,24274
17653,2022-06-19 17:00:00,Piemonte,29285
17652,2022-06-19 17:00:00,P.A. Trento,1897
17650,2022-06-19 17:00:00,Molise,1752
17660,2022-06-19 17:00:00,Veneto,39598
17648,2022-06-19 17:00:00,Lombardia,60315
17640,2022-06-19 17:00:00,Abruzzo,18908
17641,2022-06-19 17:00:00,Basilicata,11613
17642,2022-06-19 17:00:00,Calabria,31110
17643,2022-06-19 17:00:00,Campania,84244
17649,2022-06-19 17:00:00,Marche,3427
17645,2022-06-19 17:00:00,Friuli Venezia Giulia,24850
17646,2022-06-19 17:00:00,Lazio,121121
17647,2022-06-19 17:00:00,Liguria,7242
17644,2022-06-19 17:00:00,Emilia-Romagna,26541
17799,2022-06-26 17:00:00,P.A. Trento,2958
17807,2022-06-26 17:00:00,Veneto,57632
17806,2022-06-26 17:00:00,Valle d'Aosta,636
17805,2022-06-26 17:00:00,Umbria,11191
17804,2022-06-26 17:00:00,Toscana,42512
17803,2022-06-26 17:00:00,Sicilia,66475
17802,2022-06-26 17:00:00,Sardegna,20696
17801,2022-06-26 17:00:00,Puglia,34640
17800,2022-06-26 17:00:00,Piemonte,35428
17798,2022-06-26 17:00:00,P.A. Bolzano,3463
17797,2022-06-26 17:00:00,Molise,2572
17796,2022-06-26 17:00:00,Marche,4638
17788,2022-06-26 17:00:00,Basilicata,10009
17789,2022-06-26 17:00:00,Calabria,34440
17790,2022-06-26 17:00:00,Campania,93923
17791,2022-06-26 17:00:00,Emilia-Romagna,40378
17787,2022-06-26 17:00:00,Abruzzo,23297
17793,2022-06-26 17:00:00,Lazio,139350
17794,2022-06-26 17:00:00,Liguria,11064
17795,2022-06-26 17:00:00,Lombardia,87090
17792,2022-06-26 17:00:00,Friuli Venezia Giulia,11048
17946,2022-07-03 17:00:00,P.A. Trento,4561
17954,2022-07-03 17:00:00,Veneto,79523
17953,2022-07-03 17:00:00,Valle d'Aosta,836
17952,2022-07-03 17:00:00,Umbria,16014
17951,2022-07-03 17:00:00,Toscana,61263
17950,2022-07-03 17:00:00,Sicilia,96783
17949,2022-07-03 17:00:00,Sardegna,29449
17948,2022-07-03 17:00:00,Puglia,55906
17947,2022-07-03 17:00:00,Piemonte,46526
17945,2022-07-03 17:00:00,P.A. Bolzano,4633
17944,2022-07-03 17:00:00,Molise,3759
17943,2022-07-03 17:00:00,Marche,11709
17935,2022-07-03 17:00:00,Basilicata,9144
17936,2022-07-03 17:00:00,Calabria,42642
17937,2022-07-03 17:00:00,Campania,130804
17938,2022-07-03 17:00:00,Emilia-Romagna,59054
17934,2022-07-03 17:00:00,Abruzzo,33031
17940,2022-07-03 17:00:00,Lazio,166624
17941,2022-07-03 17:00:00,Liguria,17121
17942,2022-07-03 17:00:00,Lombardia,125283
17939,2022-07-03 17:00:00,Friuli Venezia Giulia,15278
18093,2022-07-10 17:00:00,P.A. Trento,6110
