,data,codice_regione,denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_test,note_casi
208,2020-03-04T17:00:00,2,Valle d'Aosta,0,0,0,0,0,0,0,0,15,,,
209,2020-03-04T17:00:00,5,Veneto,76,23,99,246,345,9,6,360,10515,,,
210,2020-03-05T17:00:00,13,Abruzzo,8,0,8,0,8,0,0,8,96,,,
211,2020-03-05T17:00:00,17,Basilicata,0,0,0,1,1,0,0,1,54,,,
212,2020-03-05T17:00:00,18,Calabria,1,0,1,1,2,0,0,2,53,,,
213,2020-03-05T17:00:00,15,Campania,12,0,12,33,45,0,0,45,471,,,
214,2020-03-05T17:00:00,8,Emilia-Romagna,327,32,359,299,658,10,30,698,2884,,,
215,2020-03-05T17:00:00,6,Friuli Venezia Giulia,4,0,4,17,21,0,0,21,397,,,
216,2020-03-05T17:00:00,12,Lazio,20,7,27,14,41,3,0,44,1175,,,
217,2020-03-05T17:00:00,7,Liguria,11,3,14,7,21,4,3,28,146,,,
218,2020-03-05T17:00:00,3,Lombardia,1169,244,1413,364,1777,376,98,2251,12354,,,
219,2020-03-05T17:00:00,11,Marche,57,19,76,44,120,0,4,124,413,,,
220,2020-03-05T17:00:00,14,Molise,4,0,4,3,7,0,0,7,24,,,
221,2020-03-05T17:00:00,21,P.A. Bolzano,1,0,1,0,1,0,0,1,20,,,
222,2020-03-05T17:00:00,22,P.A. Trento,2,0,2,5,7,0,0,7,122,,,
223,2020-03-05T17:00:00,1,Piemonte,43,17,60,46,106,0,2,108,543,,,
224,2020-03-05T17:00:00,16,Puglia,5,1,6,6,12,1,1,14,359,,,
225,2020-03-05T17:00:00,20,Sardegna,2,0,2,0,2,0,0,2,50,,,
226,2020-03-05T17:00:00,19,Sicilia,5,0,5,11,16,2,0,18,367,,,
227,2020-03-05T17:00:00,9,Toscana,26,3,29,31,60,1,0,61,776,,,
228,2020-03-05T17:00:00,10,Umbria,1,1,2,7,9,0,0,9,88,,,
229,2020-03-05T17:00:00,2,Valle d'Aosta,0,0,0,2,2,0,0,2,21,,,
