,data,codice_regione,denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_test,note_casi
983,2020-04-10T17:00:00,9,Toscana,1011,256,1267,4555,5822,451,454,6727,72001,,,
984,2020-04-10T17:00:00,10,Umbria,146,39,185,567,752,498,52,1302,16325,,,
985,2020-04-10T17:00:00,2,Valle d'Aosta,131,16,147,455,602,170,107,879,3328,,,
986,2020-04-10T17:00:00,5,Veneto,1521,257,1778,8869,10647,1981,793,13421,180700,,,
987,2020-04-11T17:00:00,13,Abruzzo,315,54,369,1355,1724,190,206,2120,19441,,,
988,2020-04-11T17:00:00,17,Basilicata,60,12,72,209,281,14,17,312,4050,,,
989,2020-04-11T17:00:00,18,Calabria,169,15,184,608,792,57,66,915,17493,,,
990,2020-04-11T17:00:00,15,Campania,582,85,667,2335,3002,277,238,3517,33781,,,
991,2020-04-11T17:00:00,8,Emilia-Romagna,3530,341,3871,9624,13495,3659,2481,19635,91759,,,
992,2020-04-11T17:00:00,6,Friuli Venezia Giulia,172,28,200,1182,1382,826,185,2393,29685,,,
993,2020-04-11T17:00:00,12,Lazio,1264,203,1467,2263,3730,720,273,4723,65241,,,
994,2020-04-11T17:00:00,7,Liguria,1003,146,1149,2184,3333,1309,734,5376,20888,,,
995,2020-04-11T17:00:00,3,Lombardia,12026,1174,13200,17058,30258,16823,10511,57592,196302,,,
996,2020-04-11T17:00:00,11,Marche,960,118,1078,2153,3231,1291,689,5211,20060,,,
997,2020-04-11T17:00:00,14,Molise,28,4,32,161,193,39,14,246,2201,,,
998,2020-04-11T17:00:00,21,P.A. Bolzano,246,56,302,967,1269,488,200,1957,22186,,,
999,2020-04-11T17:00:00,22,P.A. Trento,335,62,397,1667,2064,622,284,2970,16646,,,
1000,2020-04-11T17:00:00,1,Piemonte,3435,384,3819,8351,12170,2205,1633,16008,62577,,,
1001,2020-04-11T17:00:00,16,Puglia,627,73,700,1702,2402,249,253,2904,29463,,,
1002,2020-04-11T17:00:00,20,Sardegna,113,24,137,751,888,130,73,1091,10120,,,
1003,2020-04-11T17:00:00,19,Sicilia,562,58,620,1381,2001,209,154,2364,33787,,,
1004,2020-04-11T17:00:00,9,Toscana,997,237,1234,4758,5992,499,467,6958,75756,,,
1005,2020-04-11T17:00:00,10,Umbria,137,39,176,547,723,534,52,1309,17661,,,
1006,2020-04-11T17:00:00,2,Valle d'Aosta,118,17,135,455,590,205,107,902,3464,,,
1007,2020-04-11T17:00:00,5,Veneto,1465,251,1716,9033,10749,2188,831,13768,190912,,,
1008,2020-04-12T17:00:00,13,Abruzzo,346,54,400,1342,1742,206,212,2160,20594,,,
1009,2020-04-12T17:00:00,17,Basilicata,61,12,73,204,277,20,18,315,4355,,,
1010,2020-04-12T17:00:00,18,Calabria,165,14,179,616,795,62,66,923,18211,,,
1011,2020-04-12T17:00:00,15,Campania,526,82,608,2449,3057,305,242,3604,35448,,,
1012,2020-04-12T17:00:00,8,Emilia-Romagna,3491,335,3826,9846,13672,3862,2564,20098,96704,,,
1013,2020-04-12T17:00:00,6,Friuli Venezia Giulia,160,28,188,1138,1326,910,195,2431,29988,,,
1014,2020-04-12T17:00:00,12,Lazio,1268,201,1469,2348,3817,749,279,4845,68954,,,
1015,2020-04-12T17:00:00,7,Liguria,1032,144,1176,2157,3333,1412,749,5494,21983,,,
1016,2020-04-12T17:00:00,3,Lombardia,11969,1176,13145,18120,31265,17166,10621,59052,205832,,,
1017,2020-04-12T17:00:00,11,Marche,949,114,1063,2051,3114,1489,700,5303,21057,,,
1018,2020-04-12T17:00:00,14,Molise,27,4,31,171,202,40,15,257,2471,,,
1019,2020-04-12T17:00:00,21,P.A. Bolzano,183,45,228,1287,1515,378,205,2098,23246,,,
1020,2020-04-12T17:00:00,22,P.A. Trento,322,61,383,1699,2082,678,293,3053,17797,,,
1021,2020-04-12T17:00:00,1,Piemonte,3429,381,3810,8695,12505,2426,1729,16660,66555,,,
1022,2020-04-12T17:00:00,16,Puglia,609,71,680,1772,2452,277,260,2989,30973,,,
1023,2020-04-12T17:00:00,20,Sardegna,109,26,135,768,903,137,73,1113,10663,,,
1024,2020-04-12T17:00:00,19,Sicilia,552,53,605,1425,2030,223,163,2416,36098,,,
1025,2020-04-12T17:00:00,9,Toscana,983,238,1221,4941,6162,578,495,7235,78640,,,
1026,2020-04-12T17:00:00,10,Umbria,129,39,168,519,687,580,52,1319,18672,,,
1027,2020-04-12T17:00:00,2,Valle d'Aosta,109,16,125,463,588,221,112,921,3510,,,
1028,2020-04-12T17:00:00,5,Veneto,1428,249,1677,9052,10729,2492,856,14077,198442,,,
1029,2020-04-13T17:00:00,13,Abruzzo,351,54,405,1373,1778,211,224,2213,20667,,,
1030,2020-04-13T17:00:00,17,Basilicata,64,12,76,194,270,31,18,319,4545,,,
1031,2020-04-13T17:00:00,18,Calabria,160,12,172,619,791,70,67,928,18596,,,
1032,2020-04-13T17:00:00,15,Campania,606,80,686,2376,3062,360,248,3670,36770,,,
1033,2020-04-13T17:00:00,8,Emilia-Romagna,3490,331,3821,9997,13818,4007,2615,20440,99047,,,
1034,2020-04-13T17:00:00,6,Friuli Venezia Giulia,159,30,189,1118,1307,973,202,2482,30941,,,
1035,2020-04-13T17:00:00,12,Lazio,1314,200,1514,2406,3920,764,284,4968,72746,,,
1036,2020-04-13T17:00:00,7,Liguria,1088,138,1226,2139,3365,1471,760,5596,23129,,,
1037,2020-04-13T17:00:00,3,Lombardia,12028,1143,13171,18764,31935,17478,10901,60314,211092,,,
1038,2020-04-13T17:00:00,11,Marche,959,108,1067,2013,3080,1588,713,5381,28379,,,
1039,2020-04-13T17:00:00,14,Molise,28,4,32,170,202,40,15,257,2522,,,
1040,2020-04-13T17:00:00,21,P.A. Bolzano,190,41,231,1306,1537,400,212,2149,24157,,,
1041,2020-04-13T17:00:00,22,P.A. Trento,326,56,382,1698,2080,746,300,3126,18586,,,
1042,2020-04-13T17:00:00,1,Piemonte,3344,379,3723,9042,12765,2543,1826,17134,69170,,,
1043,2020-04-13T17:00:00,16,Puglia,600,71,671,1841,2512,286,267,3065,31922,,,
1044,2020-04-13T17:00:00,20,Sardegna,107,27,134,780,914,139,75,1128,11010,,,
1045,2020-04-13T17:00:00,19,Sicilia,554,51,605,1445,2050,237,171,2458,37311,,,
1046,2020-04-13T17:00:00,9,Toscana,992,225,1217,5040,6257,615,518,7390,80889,,,
1047,2020-04-13T17:00:00,10,Umbria,127,38,165,460,625,643,52,1320,18740,,,
1048,2020-04-13T17:00:00,2,Valle d'Aosta,109,15,124,458,582,230,115,927,3614,,,
1049,2020-04-13T17:00:00,5,Veneto,1427,245,1672,9094,10766,2603,882,14251,203077,,,
1050,2020-04-14T17:00:00,13,Abruzzo,345,52,397,1403,1800,213,232,2245,20935,,,
1051,2020-04-14T17:00:00,17,Basilicata,62,12,74,191,265,35,19,319,4759,,,
1052,2020-04-14T17:00:00,18,Calabria,161,12,173,643,816,72,68,956,19014,,,
1053,2020-04-14T17:00:00,15,Campania,618,82,700,2394,3094,415,260,3769,38094,,,
1054,2020-04-14T17:00:00,8,Emilia-Romagna,3473,328,3801,9977,13778,4269,2705,20752,101896,,,
1055,2020-04-14T17:00:00,6,Friuli Venezia Giulia,166,28,194,705,899,1415,206,2520,31764,,,
1056,2020-04-14T17:00:00,12,Lazio,1344,199,1543,2479,4022,789,300,5111,74650,,,
1057,2020-04-14T17:00:00,7,Liguria,967,133,1100,2366,3466,1549,793,5808,24446,,,
1058,2020-04-14T17:00:00,3,Lombardia,12077,1122,13199,19164,32363,17821,11142,61326,214870,,,
1059,2020-04-14T17:00:00,11,Marche,937,106,1043,2052,3095,1603,728,5426,29160,,,
1060,2020-04-14T17:00:00,14,Molise,26,4,30,170,200,42,15,257,2522,,,
1061,2020-04-14T17:00:00,21,P.A. Bolzano,177,39,216,1348,1564,406,214,2184,24457,,,
1062,2020-04-14T17:00:00,22,P.A. Trento,325,54,379,1703,2082,749,310,3141,18774,,,
1063,2020-04-14T17:00:00,1,Piemonte,3395,367,3762,9293,13055,2708,1927,17690,71678,,,
1064,2020-04-14T17:00:00,16,Puglia,611,62,673,1879,2552,288,278,3118,33071,,,
1065,2020-04-14T17:00:00,20,Sardegna,107,24,131,769,900,158,80,1138,11893,,,
1066,2020-04-14T17:00:00,19,Sicilia,552,53,605,1466,2071,255,175,2501,37877,,,
1067,2020-04-14T17:00:00,9,Toscana,1002,225,1227,5125,6352,637,538,7527,82269,,,
1068,2020-04-14T17:00:00,10,Umbria,127,37,164,458,622,646,53,1321,18956,,,
1069,2020-04-14T17:00:00,2,Valle d'Aosta,112,14,126,433,559,270,118,947,3726,,,
1070,2020-04-14T17:00:00,5,Veneto,1427,233,1660,9076,10736,2790,906,14432,208878,,,
1071,2020-04-15T17:00:00,13,Abruzzo,341,44,385,1425,1810,224,240,2274,22500,,,
1072,2020-04-15T17:00:00,17,Basilicata,60,12,72,189,261,38,21,320,5037,,,
1073,2020-04-15T17:00:00,18,Calabria,156,11,167,652,819,81,71,971,19662,,,
1074,2020-04-15T17:00:00,15,Campania,607,86,693,2394,3087,442,278,3807,39534,,,
1075,2020-04-15T17:00:00,8,Emilia-Romagna,3388,325,3713,9864,13577,4664,2788,21029,106149,,,
1076,2020-04-15T17:00:00,6,Friuli Venezia Giulia,163,24,187,1207,1394,938,212,2544,33800,,,
1077,2020-04-15T17:00:00,12,Lazio,1342,196,1538,2509,4047,874,311,5232,75584,,,
1078,2020-04-15T17:00:00,7,Liguria,959,120,1079,2385,3464,1665,807,5936,25793,,,
1079,2020-04-15T17:00:00,3,Lombardia,12043,1074,13117,19804,32921,17855,11377,62153,221968,,,
1080,2020-04-15T17:00:00,11,Marche,888,106,994,2103,3097,1660,746,5503,30329,,,
1081,2020-04-15T17:00:00,14,Molise,27,4,31,175,206,42,15,263,2855,,,
1082,2020-04-15T17:00:00,21,P.A. Bolzano,166,32,198,1378,1576,425,223,2224,25370,,,
1083,2020-04-15T17:00:00,22,P.A. Trento,312,48,360,1744,2104,798,318,3220,19535,,,
1084,2020-04-15T17:00:00,1,Piemonte,3338,366,3704,9491,13195,3019,2015,18229,75664,,,
1085,2020-04-15T17:00:00,16,Puglia,592,73,665,1908,2573,323,288,3184,34518,,,
1086,2020-04-15T17:00:00,20,Sardegna,107,26,133,737,870,208,83,1161,12395,,,
1087,2020-04-15T17:00:00,19,Sicilia,541,49,590,1491,2081,273,181,2535,39867,,,
1088,2020-04-15T17:00:00,9,Toscana,977,216,1193,5224,6417,693,556,7666,86348,,,
1089,2020-04-15T17:00:00,10,Umbria,122,37,159,423,582,686,54,1322,20258,,,
1090,2020-04-15T17:00:00,2,Valle d'Aosta,112,11,123,425,548,289,121,958,3894,,,
1091,2020-04-15T17:00:00,5,Veneto,1402,219,1621,9168,10789,2895,940,14624,216344,,,
1092,2020-04-16T17:00:00,13,Abruzzo,324,42,366,1484,1850,253,243,2346,23786,,,
1093,2020-04-16T17:00:00,17,Basilicata,60,9,69,204,273,41,22,336,5349,,,
1094,2020-04-16T17:00:00,18,Calabria,157,9,166,681,847,90,72,1009,20642,,,
1095,2020-04-16T17:00:00,15,Campania,618,76,694,2424,3118,483,286,3887,41296,,,
1096,2020-04-16T17:00:00,8,Emilia-Romagna,3360,316,3676,9987,13663,4980,2843,21486,112105,,,
1097,2020-04-16T17:00:00,6,Friuli Venezia Giulia,159,26,185,1145,1330,1069,217,2616,35766,,,
1098,2020-04-16T17:00:00,12,Lazio,1347,197,1544,2600,4144,920,316,5380,81993,,,
1099,2020-04-16T17:00:00,7,Liguria,957,103,1060,2377,3437,1774,828,6039,26945,,,
1100,2020-04-16T17:00:00,3,Lombardia,11356,1032,12388,20702,33090,18396,11608,63094,232674,,,
1101,2020-04-16T17:00:00,11,Marche,850,102,952,2172,3124,1694,764,5582,33778,,,
1102,2020-04-16T17:00:00,14,Molise,25,4,29,174,203,44,16,263,2967,,,
1103,2020-04-16T17:00:00,21,P.A. Bolzano,180,34,214,1379,1593,449,225,2267,26416,,,
1104,2020-04-16T17:00:00,22,P.A. Trento,296,43,339,1748,2087,885,322,3294,20773,,,
1105,2020-04-16T17:00:00,1,Piemonte,3418,346,3764,10019,13783,3231,2094,19108,80708,,,
1106,2020-04-16T17:00:00,16,Puglia,603,58,661,1964,2625,334,299,3258,36158,,,
1107,2020-04-16T17:00:00,20,Sardegna,109,24,133,732,865,214,85,1164,12796,,,
1108,2020-04-16T17:00:00,19,Sicilia,525,48,573,1535,2108,284,187,2579,42405,,,
1109,2020-04-16T17:00:00,9,Toscana,940,213,1153,5460,6613,745,585,7943,91651,,,
1110,2020-04-16T17:00:00,10,Umbria,116,33,149,387,536,738,55,1329,21487,,,
1111,2020-04-16T17:00:00,2,Valle d'Aosta,105,12,117,401,518,331,122,971,4159,,,
1112,2020-04-16T17:00:00,5,Veneto,1388,209,1597,9203,10800,3209,981,14990,224549,,,
1113,2020-04-17T17:00:00,13,Abruzzo,319,43,362,1580,1942,255,246,2443,25436,,,
1114,2020-04-17T17:00:00,17,Basilicata,59,9,68,198,266,49,22,337,5710,,,
1115,2020-04-17T17:00:00,18,Calabria,154,7,161,658,819,99,73,991,21657,,,
1116,2020-04-17T17:00:00,15,Campania,622,76,698,2329,3027,631,293,3951,43697,,,
1117,2020-04-17T17:00:00,8,Emilia-Romagna,3330,309,3639,9946,13585,5346,2903,21834,116826,,,
1118,2020-04-17T17:00:00,6,Friuli Venezia Giulia,148,23,171,1257,1428,1027,220,2675,40030,,,
1119,2020-04-17T17:00:00,12,Lazio,1332,187,1519,2695,4214,978,332,5524,84755,,,
1120,2020-04-17T17:00:00,7,Liguria,897,105,1002,2457,3459,1863,866,6188,28181,,,
1121,2020-04-17T17:00:00,3,Lombardia,10627,971,11598,21836,33434,18850,11851,64135,243513,,,
1122,2020-04-17T17:00:00,11,Marche,839,94,933,2224,3157,1726,785,5668,37997,,,
1123,2020-04-17T17:00:00,14,Molise,26,4,30,178,208,45,16,269,3082,,,
1124,2020-04-17T17:00:00,21,P.A. Bolzano,181,32,213,1369,1582,480,234,2296,27698,,,
1125,2020-04-17T17:00:00,22,P.A. Trento,286,44,330,1660,1990,1044,342,3376,21921,,,
1126,2020-04-17T17:00:00,1,Piemonte,3266,333,3599,10399,13998,3634,2171,19803,86714,,,
1127,2020-04-17T17:00:00,16,Puglia,590,62,652,2004,2656,364,307,3327,38278,,,
1128,2020-04-17T17:00:00,20,Sardegna,113,23,136,736,872,220,86,1178,13304,,,
1129,2020-04-17T17:00:00,19,Sicilia,521,46,567,1572,2139,296,190,2625,45172,,,
1130,2020-04-17T17:00:00,9,Toscana,898,207,1105,5478,6583,925,602,8110,96231,,,
1131,2020-04-17T17:00:00,10,Umbria,111,31,142,352,494,786,57,1337,22818,,,
1132,2020-04-17T17:00:00,2,Valle d'Aosta,108,9,117,374,491,379,123,993,4366,,,
1133,2020-04-17T17:00:00,5,Veneto,1359,197,1556,9062,10618,3730,1026,15374,236722,,,
1134,2020-04-18T17:00:00,13,Abruzzo,321,41,362,1609,1971,263,253,2487,27016,,,
1135,2020-04-18T17:00:00,17,Basilicata,60,8,68,194,262,54,23,339,6056,,,
1136,2020-04-18T17:00:00,18,Calabria,152,7,159,673,832,106,73,1011,22794,,,
1137,2020-04-18T17:00:00,15,Campania,605,76,681,2364,3045,643,300,3988,46294,,,
1138,2020-04-18T17:00:00,8,Emilia-Romagna,3234,296,3530,10054,13584,5635,2965,22184,121220,,,
1139,2020-04-18T17:00:00,6,Friuli Venezia Giulia,141,27,168,1235,1403,1106,222,2731,43293,,,
1140,2020-04-18T17:00:00,12,Lazio,1376,186,1562,2720,4282,1046,340,5668,89553,,,
1141,2020-04-18T17:00:00,7,Liguria,901,105,1006,2406,3412,1992,897,6301,29322,,,
1142,2020-04-18T17:00:00,3,Lombardia,10042,947,10989,23206,34195,19136,12050,65381,255331,,,
1143,2020-04-18T17:00:00,11,Marche,804,88,892,2280,3172,1754,795,5721,39909,,,
1144,2020-04-18T17:00:00,14,Molise,27,4,31,178,209,44,16,269,3082,,,
1145,2020-04-18T17:00:00,21,P.A. Bolzano,179,28,207,1349,1556,530,239,2325,28888,,,
1146,2020-04-18T17:00:00,22,P.A. Trento,276,42,318,1667,1985,1098,348,3431,23147,,,
1147,2020-04-18T17:00:00,1,Piemonte,3271,323,3594,10629,14223,3989,2252,20464,91844,,,
1148,2020-04-18T17:00:00,16,Puglia,594,60,654,2040,2694,401,314,3409,40423,,,
1149,2020-04-18T17:00:00,20,Sardegna,112,23,135,746,881,231,86,1198,14087,,,
1150,2020-04-18T17:00:00,19,Sicilia,526,42,568,1603,2171,305,196,2672,47715,,,
1151,2020-04-18T17:00:00,9,Toscana,883,198,1081,5389,6470,1149,618,8237,99903,,,
1152,2020-04-18T17:00:00,10,Umbria,109,32,141,290,431,856,57,1344,24106,,,
1153,2020-04-18T17:00:00,2,Valle d'Aosta,107,10,117,432,549,400,124,1073,4521,,,
1154,2020-04-18T17:00:00,5,Veneto,1287,190,1477,8967,10444,4189,1059,15692,247329,,,
1155,2020-04-19T17:00:00,13,Abruzzo,317,40,357,1630,1987,276,258,2521,27791,22424.0,,
1156,2020-04-19T17:00:00,17,Basilicata,59,8,67,180,247,71,24,342,6528,6528.0,,
1157,2020-04-19T17:00:00,18,Calabria,142,6,148,696,844,116,75,1035,23760,22234.0,,
1158,2020-04-19T17:00:00,15,Campania,590,61,651,2371,3022,703,304,4029,48187,34994.0,,
1159,2020-04-19T17:00:00,8,Emilia-Romagna,3166,289,3455,10097,13552,5985,3023,22560,124916,88776.0,,
1160,2020-04-19T17:00:00,6,Friuli Venezia Giulia,140,25,165,1172,1337,1183,225,2745,44622,27544.0,,
1161,2020-04-19T17:00:00,12,Lazio,1370,185,1555,2766,4321,1093,341,5755,91807,22702.0,,
1162,2020-04-19T17:00:00,7,Liguria,885,101,986,2504,3490,2110,928,6528,31551,21103.0,,
1163,2020-04-19T17:00:00,3,Lombardia,10342,922,11264,23233,34497,19526,12213,66236,264155,183757.0,,
1164,2020-04-19T17:00:00,11,Marche,799,86,885,2297,3182,1780,807,5769,41474,27099.0,,
1165,2020-04-19T17:00:00,14,Molise,27,4,31,184,215,47,17,279,3584,3482.0,,
1166,2020-04-19T17:00:00,21,P.A. Bolzano,162,23,185,1381,1566,569,245,2380,30361,14783.0,,
1167,2020-04-19T17:00:00,22,P.A. Trento,278,41,319,1652,1971,1201,360,3532,24388,16685.0,,
1168,2020-04-19T17:00:00,1,Piemonte,3201,305,3506,10964,14470,4256,2331,21057,96569,71644.0,,
1169,2020-04-19T17:00:00,16,Puglia,590,60,650,2136,2786,427,316,3529,42598,41580.0,,
1170,2020-04-19T17:00:00,20,Sardegna,117,22,139,725,864,265,86,1215,14859,13760.0,,
1171,2020-04-19T17:00:00,19,Sicilia,522,41,563,1639,2202,315,200,2717,49772,49772.0,,
1172,2020-04-19T17:00:00,9,Toscana,852,192,1044,5452,6496,1239,637,8372,103975,84620.0,,
1173,2020-04-19T17:00:00,10,Umbria,108,30,138,298,436,854,58,1348,25170,16790.0,,
1174,2020-04-19T17:00:00,2,Valle d'Aosta,102,10,112,450,562,401,125,1088,4677,3802.0,,
1175,2020-04-19T17:00:00,5,Veneto,1264,184,1448,8762,10210,4638,1087,15935,255797,161231.0,,
1176,2020-04-20T17:00:00,13,Abruzzo,320,38,358,1704,2062,287,263,2612,27942,22552.0,,
1177,2020-04-20T17:00:00,17,Basilicata,59,7,66,176,242,76,24,342,6868,6868.0,,
1178,2020-04-20T17:00:00,18,Calabria,140,7,147,681,828,135,75,1038,24373,22847.0,,
1179,2020-04-20T17:00:00,15,Campania,586,61,647,2372,3019,746,309,4074,51090,36153.0,,
1180,2020-04-20T17:00:00,8,Emilia-Romagna,3144,283,3427,10095,13522,6266,3079,22867,129530,90894.0,,
1181,2020-04-20T17:00:00,6,Friuli Venezia Giulia,140,22,162,1028,1190,1346,239,2775,45161,28777.0,,
1182,2020-04-20T17:00:00,12,Lazio,1388,185,1573,2792,4365,1101,349,5815,97823,23067.0,,
1183,2020-04-20T17:00:00,7,Liguria,878,102,980,2516,3496,2216,957,6669,33007,21979.0,,
1184,2020-04-20T17:00:00,3,Lombardia,10138,901,11039,23548,34587,20008,12376,66971,270486,173333.0,,
1185,2020-04-20T17:00:00,11,Marche,792,80,872,2340,3212,1792,822,5826,42782,28006.0,,
1186,2020-04-20T17:00:00,14,Molise,27,2,29,184,213,50,18,281,3783,3683.0,,
1187,2020-04-20T17:00:00,21,P.A. Bolzano,160,19,179,1361,1540,605,249,2394,31381,15089.0,,
1188,2020-04-20T17:00:00,22,P.A. Trento,272,40,312,1617,1929,1295,366,3590,26211,17347.0,,
1189,2020-04-20T17:00:00,1,Piemonte,3299,301,3600,10957,14557,4383,2409,21349,99669,73192.0,,
1190,2020-04-20T17:00:00,16,Puglia,584,66,650,2160,2810,431,326,3567,44189,43119.0,,
1191,2020-04-20T17:00:00,20,Sardegna,115,21,136,718,854,288,86,1228,15328,14160.0,,
1192,2020-04-20T17:00:00,19,Sicilia,526,39,565,1645,2210,346,203,2759,51373,51373.0,,
1193,2020-04-20T17:00:00,9,Toscana,850,182,1032,5536,6568,1272,667,8507,105857,85946.0,,
1194,2020-04-20T17:00:00,10,Umbria,113,29,142,282,424,867,58,1349,25562,17099.0,,
1195,2020-04-20T17:00:00,2,Valle d'Aosta,102,8,110,438,548,413,127,1088,4799,3910.0,,
1196,2020-04-20T17:00:00,5,Veneto,1273,180,1453,8608,10061,4954,1112,16127,260810,163757.0,,
1197,2020-04-21T17:00:00,13,Abruzzo,318,35,353,1714,2067,329,271,2667,29906,23901.0,,
1198,2020-04-21T17:00:00,17,Basilicata,64,7,71,174,245,81,24,350,7470,7470.0,,
1199,2020-04-21T17:00:00,18,Calabria,133,7,140,679,819,152,76,1047,25440,23914.0,,
1200,2020-04-21T17:00:00,15,Campania,532,58,590,2356,2946,872,317,4135,53548,37505.0,,
1201,2020-04-21T17:00:00,8,Emilia-Romagna,3045,282,3327,9917,13244,6701,3147,23092,134878,93367.0,,
1202,2020-04-21T17:00:00,6,Friuli Venezia Giulia,139,21,160,1162,1322,1229,241,2792,48500,31352.0,,
1203,2020-04-21T17:00:00,12,Lazio,1380,184,1564,2838,4402,1130,363,5895,100031,24046.0,,
1204,2020-04-21T17:00:00,7,Liguria,914,94,1008,2455,3463,2311,990,6764,34186,22670.0,,
1205,2020-04-21T17:00:00,3,Lombardia,9805,851,10656,23322,33978,21374,12579,67931,277197,173333.0,,
1206,2020-04-21T17:00:00,11,Marche,784,78,862,2356,3218,1825,834,5877,44332,29090.0,,
1207,2020-04-21T17:00:00,14,Molise,27,2,29,184,213,51,18,282,4124,4015.0,,
1208,2020-04-21T17:00:00,21,P.A. Bolzano,159,20,179,1357,1536,623,251,2410,31987,15405.0,,
1209,2020-04-21T17:00:00,22,P.A. Trento,254,38,292,1617,1909,1329,376,3614,26610,17705.0,,
1210,2020-04-21T17:00:00,1,Piemonte,3116,293,3409,11402,14811,4659,2485,21955,105434,76406.0,,
1211,2020-04-21T17:00:00,16,Puglia,569,65,634,2178,2812,459,351,3622,45984,44760.0,,
1212,2020-04-21T17:00:00,20,Sardegna,112,21,133,704,837,306,93,1236,15886,14526.0,,
1213,2020-04-21T17:00:00,19,Sicilia,514,37,551,1708,2259,370,206,2835,55093,55093.0,,
1214,2020-04-21T17:00:00,9,Toscana,833,171,1004,5618,6622,1295,686,8603,109925,87717.0,,
1215,2020-04-21T17:00:00,10,Umbria,107,22,129,278,407,886,60,1353,26639,17873.0,,
1216,2020-04-21T17:00:00,2,Valle d'Aosta,99,8,107,415,522,445,126,1093,4911,3969.0,,
1217,2020-04-21T17:00:00,5,Veneto,1230,177,1407,8670,10077,5173,1154,16404,268069,167129.0,,
1218,2020-04-22T17:00:00,13,Abruzzo,309,35,344,1764,2108,349,276,2733,30348,24317.0,,
1219,2020-04-22T17:00:00,17,Basilicata,65,7,72,160,232,98,24,354,8040,8040.0,,
1220,2020-04-22T17:00:00,18,Calabria,128,7,135,686,821,163,76,1060,26560,24878.0,,
1221,2020-04-22T17:00:00,15,Campania,523,53,576,2422,2998,860,327,4185,55701,38679.0,,
1222,2020-04-22T17:00:00,8,Emilia-Romagna,2964,282,3246,9838,13084,7146,3204,23434,140874,96824.0,,
1223,2020-04-22T17:00:00,6,Friuli Venezia Giulia,134,20,154,1154,1308,1263,246,2817,50869,32871.0,,
1224,2020-04-22T17:00:00,12,Lazio,1384,187,1571,2892,4463,1142,370,5975,104062,25244.0,,
1225,2020-04-22T17:00:00,7,Liguria,860,92,952,2524,3476,2420,1022,6918,35990,23756.0,,
